药品分类,商品名称,包装规格,生产厂家,批准文号,采购价,折扣价,销量
西药,盐酸萘甲唑啉滴鼻液,0.1%*8ml/瓶/盒 / 大包装：600 盒                    ,广东南国药业有限公司,国药准字H19999259,￥5.00/盒,￥4.60,3877
西药,愈酚喷托异丙嗪颗粒,5g*10袋 / 大包装：150 包                    ,江西赣南海欣药业股份有限公司,国药准字H36021929,￥3.70/包,￥3.40,1767
西药,正露丸,50丸 / 大包装：240 瓶                    ,日本大幸药品珠式会社,Z20160002,￥21.50/瓶,￥19.78,18605
西药,复方甲氧那明胶囊【克之】,24粒 / 大包装：240 瓶                    ,长兴制药股份有限公司,国药准字H20020393,￥13.80/瓶,￥12.69,720
西药,氟伐他汀钠胶囊【来适可】,40mg*7粒 / 大包装：240 盒                    ,北京诺华制药有限公司,国药准字H20010518,￥31.50/盒,￥28.98,860
西药,复方氨林巴比妥注射液,2ml*10支 / 大包装：300 盒                    ,遂成药业股份有限公司,国药准字H41025235,￥5.50/盒,￥5.06,5582
西药,维生素C注射液,2ml:0.5g*10支 / 大包装：300 盒                    ,辰欣药业股份有限公司,国药准字H20046089,￥2.20/盒,￥2.02,5836
西药,*婴宝 皮肤抑菌膏【弘德堂】,15g / 大包装：400 支                    ,郑州弘德堂健康产业有限公司,（豫）卫消证字（2016）第0060号,￥4.40/支,￥4.04,1885
西药,医用输液瓶口贴,16*29mm / 大包装：40 盒                    ,江西恒生实业有限公司,赣洪食药监械（准）字2013第1640069号,￥28.50/盒,￥26.22,48
西药,多潘立酮口腔崩解片,15片/盒 / 大包装：200 盒                    ,广东人人康药业有限公司,国药准字H20090246,￥6.00/盒,￥5.52,2498
西药,土霉素片,0.25g*1000片 / 大包装：24 瓶                    ,特一药业集团股份有限公司,国药准字H44023555,￥46.00/瓶,￥42.32,6453
西药,蒙脱石散【思密达】原味,3g*10袋（原味） / 大包装：200 盒                    ,博福-益普生(天津)制药,国药准字H20000690,￥21.80/盒,￥20.05,8666
西药,对乙酰氨基酚咀嚼片【百服咛】,160mg*15S / 大包装：180 盒                    ,中美上海施贵宝制药有限公司,国药准字H10950039,￥14.80/盒,￥13.61,2453
西药,头孢克洛片,0.25g*6片 / 大包装：400 盒                    ,广州白云山医药集团股份有限公司白云山制药总厂,国药准字H10960083,￥10.88/盒,￥10.00,2604
西药,西咪替丁注射液,2ml:0.2g*10支                    ,山东方明药业集团股份有限公司,国药准字H37023309,￥7.80/盒,￥7.17,353
西药,利巴韦林滴眼液,8ml:8mg / 大包装：240 支                    ,安徽省双科药业有限公司,国药准字H20045005,￥1.68/支,￥1.54,1133
西药,制霉素片,100s / 大包装：200 瓶                    ,浙江震元制药有限公司,国药准字H33021393,￥29.80/瓶,￥27.41,7714
西药,盐酸溴已新片,8mg*1000s / 大包装：160 瓶                    ,万邦德制药集团股份有限公司,国药准字H33021315,￥56.80/瓶,￥52.25,1698
西药,正露丸,100丸 / 大包装：150 瓶                    ,日本大幸药品珠式会社,Z20160002,￥36.00/瓶,￥33.12,7700
西药,盐酸左氧氟沙星胶囊,10粒*2板/盒 / 大包装：400 盒                    ,安徽万森制药有限公司,国药准字H20066206,￥3.60/盒,￥3.31,6497
西药,复方氨酚烷胺胶囊【快克】,10s / 大包装：300 盒                    ,海南亚洲制药股份有限公司,国药准字h46020636,￥8.50/盒,￥7.82,8787
西药,防芷鼻炎片,36片 / 大包装：200 盒                    ,广州白云山和记黄埔中药有限公司,国药准字Z44022267,￥8.00/盒,￥7.36,2427
西药,葡萄糖酸氯己定软膏,30G / 大包装：120 支                    ,广东恒健制药有限公司,国药准字H44024188,￥11.50/支,￥10.58,1447
西药,复方氨酚烷胺片,12片 / 大包装：600 盒                    ,吉林省东盟制药有限公司,国药准字H22025895,￥1.98/盒,￥1.82,8134
西药,安乃近片,100S / 大包装：210 瓶                    ,广东华南药业集团有限公司,国药准字H44020765,￥5.70/瓶,￥5.24,12387
西药,盐酸特比萘芬乳膏,15克                    ,武汉诺安药业有限公司,国药准字H20113196,￥5.00/支,￥4.60,1056
西药,布洛芬缓释胶囊,20S / 大包装：200 盒                    ,中美天津史克制药有限公司.,国药准字H10900089,￥15.30/盒,￥14.07,69479
西药,和胃整肠丸,0.2克*50丸 / 大包装：600 瓶                    ,李万山药厂(钓鱼商标)两合公司,Z20150009,￥20.80/瓶,￥19.13,62037
西药,盐酸吗啉胍片,0.1g*100片 / 大包装：900 瓶                    ,山西津华晖星制药有限公司,国药准字H14023058,￥5.20/瓶,￥4.78,6539
西药,氯雷他定胶囊,10mg*6粒 / 大包装：300 盒                    ,山东罗欣药业集团股份有限公司,国药准字H20041073,￥2.60/盒,￥2.39,2767
西药,维生素B4片,10mg*100片 / 大包装：600 瓶                    ,上海玉瑞生物科技(安阳)药业有限公司,国药准字H41020654,￥11.50/瓶,￥10.58,1067
西药,阿莫西林胶囊,0.25G*20粒 / 大包装：1000 盒                    ,广州白云山医药集团股份有限公司白云山制药总厂,国药准字H44021518,￥4.90/盒,￥4.50,23180
西药,布洛芬缓释胶囊,0.3G*12S / 大包装：300 盒                    ,珠海联邦制药股份有限公司中山分公司,国药准字H19983137,￥7.00/盒,￥6.44,3671
西药,头孢克肟分散片【特普宁】,100mg*6片 / 大包装：400 盒                    ,成都倍特药业有限公司,国药准字H20040588,￥5.00/盒,￥4.60,2558
西药,甲钴胺注射液,1ml:0.5mg*6支 / 大包装：100 盒                    ,哈尔滨三联药业股份有限公司,国药准字H20044627,￥15.50/盒,￥14.26,479
西药,替米沙坦胶囊,40mg*14粒 / 大包装：400 盒                    ,河南润弘制药股份有限公司,国药准字H20080331,￥11.50/盒,￥10.58,76
西药,盐酸左氧氟沙星片,0.1g*6片/盒 / 大包装：500 盒                    ,黑龙江诺捷制药有限责任公司,国药准字H20054408,￥1.35/盒,￥1.24,249
西药,双氯芬酸钠肠溶片,25mg*100s / 大包装：600 瓶                    ,白云山汤阴东泰药业有限责任公司,国药准字H41024221,￥4.40/瓶,￥4.04,9473
西药,复方醋酸曲安奈德溶液【安隆】,10ML / 大包装：400 支                    ,广东恒诚制药股份有限公司,国药准字H10930202,￥8.80/支,￥8.09,16748
西药,诺氟沙星胶囊,0.1g*12粒*50板 / 大包装：60 盒                    ,四川科伦药业股份有限公司,国药准字H20053354,￥27.50/盒,￥25.30,313
西药,酚咖片,10S / 大包装：270 盒                    ,中美上海施贵宝制药有限公司,国药准字H10960013,￥7.98/盒,￥7.34,36697
西药,萘敏维滴眼液,10ml / 大包装：240 支                    ,江西闪亮制药有限公司,国药准字H20064223,￥10.50/支,￥9.66,2264
西药,雷贝拉唑钠肠溶片,10mg*7片 / 大包装：400 盒                    ,双鹤药业(海南)有限责任公司,国药准字H20110160,￥17.50/盒,￥16.10,6185
西药,格列本脲片,2.5mg*100片 / 大包装：600 瓶                    ,广东三才石岐制药股份有限公司,国药准字H44021808,￥2.45/瓶,￥2.25,4184
西药,格列齐特缓释胶囊,30mg*10粒*3板/盒 / 大包装：400 盒                    ,桂林华信制药有限公司,国药准字H20090125,￥14.00/盒,￥12.88,752
西药,对乙酰氨基酚口服混悬液【泰诺林】,100ML / 大包装：100 瓶                    ,上海强生制药有限公司,国药准字H19990006,￥17.00/瓶,￥15.64,3100
西药,安乃近注射液,2ml:0.5g*10支 / 大包装：300 盒                    ,遂成药业股份有限公司,国药准字H41021253,￥2.55/盒,￥2.34,874
西药,头孢呋辛酯胶囊【达力新】,0.125g*12s / 大包装：240 盒                    ,深圳致君制药,国药准字H20000401,￥6.50/盒,￥5.98,20701
西药,盐酸左氧氟沙星乳膏,0.3%:15g/支 / 大包装：480 支                    ,珠海联邦制药股份有限公司中山分公司,国药准字H20040159,￥9.60/支,￥8.83,956
西药,盐酸特比萘芬乳膏【丁克乳膏】,10克*0.1克/盒                    ,齐鲁制药有限公司,国药准字H10970135,￥6.00/盒,￥5.52,2213
西药,注射用头孢曲松钠,1.0g / 大包装：1000 瓶                    ,深圳致君制药有限公司,国药准字H44022819,￥1.95/瓶,￥1.79,23716
西药,羧甲司坦片【化痰片】,0.25G*12S / 大包装：500 盒                    ,广州白云山医药集团股份有限公司白云山制药总厂,国药准字H44023211,￥2.40/盒,￥2.20,6390
西药,飞鹰活络油,20ML / 大包装：144 瓶                    ,欧化药业有限公司,ZC20140005,￥21.50/瓶,￥19.78,3863
西药,甲硝唑片,0.2g*18片/盒                    ,贵州飞云岭药业股份有限公司,国药准字H52020150,￥4.00/盒,￥3.68,722
西药,氯雷他定分散片,5mg*10片 / 大包装：400 盒                    ,北京双鹭药业股份有限公司,国药准字H20060157,￥8.50/盒,￥7.82,99
西药,双氯芬酸钠注射液,2ML*10支 / 大包装：200 盒                    ,广东邦民制药厂有限公司,国药准字H44024222,￥6.20/盒,￥5.70,3592
西药,盐酸多西环素片,100片 / 大包装：350 瓶                    ,广东华南药业集团有限公司,国药准字H44025004,￥4.88/瓶,￥4.48,14676
西药,复方氢氧化铝片,100片/瓶 / 大包装：240 瓶                    ,丹东医创药业有限责任公司,国药准字H21022005,￥5.90/瓶,￥5.42,7147
西药,氯霉素滴眼液,8ml:20mg / 大包装：600 瓶                    ,四川美大康华康药业有限公司,国药准字H51022519,￥1.45/瓶,￥1.33,9166
西药,盐酸环丙沙星片,0.25g*6s / 大包装：500 合                    ,深圳中联,国药准字H44025300,￥1.55/合,￥1.42,1987
西药,甲硝唑口腔粘贴片,5mg*12片/盒 / 大包装：200 盒                    ,江苏中天药业有限公司,国药准字H10930167,￥6.80/盒,￥6.25,472
西药,奥硝唑片【衡博来】,0.25g*12片 / 大包装：400 盒                    ,四川科伦药业股份有限公司,国药准字H20030148,￥5.50/盒,￥5.06,300
西药,心脉通片,0.3g*36片 / 大包装：200 瓶                    ,广东邦民制药厂有限公司,国药准字Z44022028,￥16.00/瓶,￥14.72,184
西药,吡罗昔康片,10mg*100s / 大包装：900 盒                    ,山西云鹏制药有限公司,国药准字H14020802,￥5.80/盒,￥5.33,4389
西药,醋酸氟轻松乳膏,10g :2.5mg / 大包装：1000 支                    ,天津太平洋制药有限公司,国药准字H12020838,￥2.45/支,￥2.25,41965
西药,阿卡波糖胶囊,50mg*30粒 / 大包装：200 盒                    ,四川绿叶宝光药业股份有限公司,国药准字H20020391,￥37.50/盒,￥34.50,8292
西药,庆大霉素普鲁卡因维B12胶囊,0.27g*12粒 / 大包装：400 盒                    ,海口奇力制药股份有限公司,国药准字H20045188,￥2.00/盒,￥1.84,3500
西药,枸椽酸喷托维林片,25mg*100S / 大包装：600 盒                    ,国药集团容生制药有限公司,国药准字H41022458,￥10.80/盒,￥9.93,1614
西药,阿莫西林胶囊【阿莫灵】,250MG*24S / 大包装：500 盒                    ,澳美制药厂,HC20130014,￥13.90/盒,￥12.78,6412
西药,乳酸依沙吖啶溶液,500ml                    ,广东恒健制药有限公司,国药准字H44024244,￥22.00/瓶,￥20.24,115
西药,银黄滴丸,0.7g*8袋/盒 / 大包装：300 盒                    ,浙江维康药业股份有限公司,国药准字Z20050702,￥10.00/盒,￥9.20,1092
西药,维生素B12片,25ug*100片 / 大包装：900 瓶                    ,山西利丰华瑞制药有限责任公司,国药准字H14023061,￥1.60/瓶,￥1.47,1529
西药,盐酸特比萘芬凝胶,10克 / 大包装：400 支                    ,悦康药业集团有限公司,国药准字H20113177,￥5.80/支,￥5.33,24
西药,富马酸比索洛尔片,5mg*12片/板*2板/盒 / 大包装：240 盒                    ,岳阳新华达制药有限公司,国药准字H20173037,￥25.30/盒,￥23.27,17
西药,盐酸苯海拉明片,100片 / 大包装：600 瓶                    ,临汾宝珠制药有限公司,国药准字H14021492,￥52.00/瓶,￥47.84,2977
西药,阿莫西林克拉维酸钾片,6s / 大包装：400 盒                    ,广州白云山医药集团股份有限公司白云山制药总厂,国药准字H20041114,￥7.50/盒,￥6.90,7325
西药,氨咖黄敏胶囊,12粒装/盒 / 大包装：400 盒                    ,山西同达药业,国药准字H14023303,￥2.30/盒,￥2.11,10577
西药,硫酸妥布霉素注射液,10支*2ml:80mg(8万单位) / 大包装：100 盒                    ,上海禾丰制药有限公司,国药准字H31022032,￥8.00/盒,￥7.36,832
西药,茶碱缓释片,24S / 大包装：600 盒                    ,广东迈特兴华药品公司,国药准字H44023791,￥4.80/盒,￥4.41,16643
西药,甲磺酸酚妥拉明胶囊,40mg*2粒*2板                    ,苏州二叶制药有限公司,国药准字H20010739,￥10.00/盒,￥9.20,1079
西药,安乃近片,0.5g*18片/盒 / 大包装：300 盒                    ,贵州飞云岭药业股份有限公司,国药准字H52020141,￥3.00/盒,￥2.76,2187
西药,盐酸氨基葡萄糖胶囊【维尔固】,0.24g*20粒 / 大包装：320 盒                    ,浙江诚意药业股份有限公司,国药准字H20060748,￥10.50/盒,￥9.66,8062
西药,复方曲安奈德乳膏,5G / 大包装：480 支                    ,中美上海施贵宝制药有限公司,国药准字H31022515,￥5.10/支,￥4.69,4097
西药,冰黄蛇脂抑菌乳膏,20克/支                    ,武汉美诺美康药业有限公司,（鄂）卫消证字（2014）第0001号,￥6.50/支,￥5.98,608
西药,替硝唑片,0.5克*8片/盒 / 大包装：600 盒                    ,广东彼迪药业有限公司,国药准字H44021585,￥4.50/盒,￥4.14,3314
西药,伊曲康唑胶囊【易启康】,0.1G*7粒 / 大包装：300 盒                    ,成都倍特药业有限公司,国药准字H20010767,￥13.50/盒,￥12.42,3106
西药,泮托拉唑钠肠溶胶囊,40mg*7粒                    ,双鹤药业(海南)有限责任公司,国药准字H20093903,￥8.50/盒,￥7.82,1905
西药,多糖铁复合物胶囊(力蜚能),0.15g*10粒                    ,优时比（珠海）制药有限公司,国药准字J20160027,￥46.80/盒,￥43.05,661
西药,复方曲安奈德乳膏,15g / 大包装：360 支                    ,中美上海施贵宝制药有限公司,国药准字H31022515,￥11.20/支,￥10.30,2803
西药,维生素B1片,10mg*100片 / 大包装：450 瓶                    ,华中药业股份有限公司,国药准字H42020611,￥2.90/瓶,￥2.66,8433
西药,盐酸左氧氟沙星片【京必妥新】,0.1g*6片 / 大包装：1000 盒                    ,浙江京新药业股份有限公司,国药准字H19990060,￥1.00/盒,￥0.92,4369
西药,注射用头孢噻肟钠,1.0g （10支/盒不拆） / 大包装：1000 支                    ,悦康药业集团有限公司,国药准字H20043012,￥1.40/支,￥1.28,33867
西药,狮马龙活络油,20ML / 大包装：144 瓶                    ,英吉利制药厂有限公司,ZC20160011,￥20.30/瓶,￥18.67,33612
西药,精制银翘解毒片,40片 / 大包装：400 盒                    ,广州诺金制药,国药准字Z20044602,￥4.25/盒,￥3.91,4239
西药,雷贝拉唑钠肠溶片,20mg*6片/盒 / 大包装：200 盒                    ,成都迪康药业有限公司,国药准字H20040715,￥21.00/盒,￥19.32,1151
